1001,Alabama,Autauga County,85,152.14,93.18,15.05,1.5,558.0,998.76,37.44,0,0.00,0.0,0,0,93.99,2.59,7.1,15.4,15.97,0.4,0.4354,0.8,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,18,2.57,20.45,0.6364,0.1136,0.0195,1,0.3333,0.0,1,214.79,14.4191,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,55869,Metro,Medium metro,"Counties in metro areas of 250,000 to 1 million population",4903185,331996199,2021-07-28
1003,Alabama,Baldwin County,1046,468.57,94.06,29.83,6.65,2813.0,1260.11,39.95,suppressed,suppressed,-60.0,13,0,140.41,2.61,10.2,10.6,20.98,0.6,0.2162,0.38,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,3,100,14.29,26.88,1.3809,0.1669,0.0959,3,0.538,0.2836,3,691.2,27.0579,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,223234,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28
1005,Alabama,Barbour County,41,166.09,41.38,21.24,6.24,193.0,781.82,60.83,suppressed,suppressed,,0,0,27.89,2.49,11.2,28.9,19.69,0.2,0.9959,0.99,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,4,0.57,9.4,-0.4286,0.1141,0.0268,1,0.4571,0.3143,1,279.51,18.8498,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,24686,Non-metro,Noncore,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28
1007,Alabama,Bibb County,81,361.70,179.31,27.84,11.87,291.0,1299.46,22.27,0,0.00,0.0,0,0,35.98,2.99,7.9,14.0,16.67,0.4,0.6003,0.8,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,2,0.29,6.67,,0.0,0.0,1,,,0,442.08,22.4953,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,22394,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,4903185,331996199,2021-07-28
1009,Alabama,Blount County,92,159.10,17.95,22.16,-0.24,379.0,655.41,23.05,0,0.00,0.0,0,0,89.68,2.77,11.0,14.4,18.7,0.3,0.4242,0.77,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,26,3.71,76.47,1.6,0.1092,0.057,1,0.381,0.381,1,278.42,22.2707,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,57826,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,4903185,331996199,2021-07-28
1011,Alabama,Bullock County,suppressed,suppressed,100.0,8.42,1.94,95.0,940.5,-12.04,0,0.00,0.0,0,0,16.22,2.75,10.8,31.4,16.94,0.8,0.8898,0.95,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,0,0.0,0.0,-1.0,0.0,0.0,1,,,0,59.4,7.3892,Moderate risk of transmission in schools,substantial,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,10101,Non-metro,Noncore,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28
1013,Alabama,Butler County,62,318.80,210.0,27.91,18.0,215.0,1105.51,93.69,suppressed,suppressed,,0,0,25.03,2.94,10.2,23.5,20.82,0.1,0.8653,0.85,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,4,0.57,9.09,,0.125,0.1144,1,0.3061,0.2857,1,421.64,21.7791,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,19448,Non-metro,Noncore,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28
1015,Alabama,Calhoun County,230,202.46,164.37,23.72,10.27,586.0,515.82,3.72,suppressed,suppressed,,5,0,187.51,2.49,9.4,18.6,18.09,0.2,0.8252,0.8,SustainedHotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,3,11,1.57,3.67,0.5714,0.0401,0.023,3,0.1923,0.1546,2,261.43,18.6794,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,113605,Metro,Small metro,"Counties in metro areas of fewer than 250,000 population",4903185,331996199,2021-07-28
1017,Alabama,Chambers County,68,204.49,161.54,17.95,5.0,156.0,469.12,12.23,suppressed,suppressed,0.0,0,0,55.74,2.46,10.8,16.6,20.19,0.2,0.7382,0.94,Hotspot,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,1,0.14,3.33,,0.0286,0.0286,1,,,0,276.66,15.5932,Highest risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,33254,Non-metro,Micropolitan,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28
1019,Alabama,Cherokee County,30,114.52,130.77,19.74,7.24,76.0,290.12,-5.0,suppressed,suppressed,,0,0,47.33,2.41,8.3,15.0,23.53,0.6,0.4516,0.54,ModerateBurden,2021-07-28,2021-07-20,2021-07-26,2021-07-19,2021-07-25,2021-07-26,1,4,0.57,9.21,-0.5,0.0066,-0.0197,1,,,0,164.15,16.0256,Higher risk of transmission in schools,high,17.43,17.33,96.81,2.57,9.7,94.0,2.52,9.2,10.5,16.3,26196,Non-metro,Noncore,"Urban population of 2,500 to 19,999, adjacent to a metro area",4903185,331996199,2021-07-28
